產品編號,區域編號,訂購日期,銷售數量,單價,銷售金額,銷售成本
234,284,2019/8/3,2,$300,$600,$510 
234,287,2019/8/3,3,$300,$900,$765 
490,287,2019/8/3,4,$324,"$1,296","$1,102 "
448,258,2019/8/3,50,$120,"$6,000","$5,100 "
447,258,2019/8/3,250,$150,"$37,500","$31,875 "
573,294,2019/8/3,3,"$14,304","$42,912","$36,475 "
561,294,2019/8/3,2,"$9,536","$19,072","$16,211 "
573,284,2019/8/3,1,"$14,304","$14,304","$12,158 "
574,284,2019/8/3,1,"$14,304","$14,304","$12,158 "
562,284,2019/8/3,1,"$9,536","$9,536","$8,106 "
561,284,2019/8/3,1,"$9,536","$9,536","$8,106 "
231,5,2019/8/4,200,$300,"$60,000","$51,000 "
231,117,2019/8/4,1,$300,$300,$255 
490,276,2019/8/4,1,$324,$324,$275 
488,276,2019/8/4,8,$324,"$2,592","$2,203 "
231,276,2019/8/4,8,$300,"$2,400","$2,040 "
234,276,2019/8/4,8,$300,"$2,400","$2,040 "
447,12,2019/8/4,150,$150,"$22,500","$19,125 "
448,12,2019/8/4,1,$120,$120,$102 
574,280,2019/8/4,6,"$14,304","$85,824","$72,950 "
562,280,2019/8/4,5,"$9,536","$47,680","$40,528 "
490,292,2019/8/5,100,$324,"$32,400","$27,540 "
234,292,2019/8/5,100,$300,"$30,000","$25,500 "
448,4,2019/8/5,3,$120,$360,$306 
447,4,2019/8/5,2,$150,$300,$255 
573,114,2019/8/6,13,"$14,304","$185,952","$158,059 "
488,114,2019/8/6,150,$324,"$48,600","$41,310 "
231,114,2019/8/6,23,$300,"$6,900","$5,865 "
448,287,2019/8/6,150,$120,"$18,000","$15,300 "
447,287,2019/8/6,150,$150,"$22,500","$19,125 "
231,5,2019/8/6,100,$300,"$30,000","$25,500 "
447,9,2019/8/6,8,$150,"$1,200","$1,020 "
448,9,2019/8/6,7,$120,$840,$714 
234,5,2019/8/6,2,$275,$550,$468 
490,5,2019/8/6,1,$324,$324,$275 
488,5,2019/8/6,1,$313,$313,$266 
234,258,2019/8/7,2,$300,$600,$510 
490,258,2019/8/7,4,$324,"$1,296","$1,102 "
573,134,2019/8/7,3,"$14,304","$42,912","$36,475 "
574,134,2019/8/7,3,"$14,304","$42,912","$36,475 "
234,119,2019/8/8,2,$300,$600,$510 
490,119,2019/8/8,3,$324,$972,$826 
573,126,2019/8/8,2,"$14,304","$28,608","$24,317 "
562,126,2019/8/8,3,"$9,536","$28,608","$24,317 "
574,126,2019/8/8,2,"$14,304","$28,608","$24,317 "
561,126,2019/8/8,1,"$9,536","$9,536","$8,106 "
234,4,2019/8/9,19,$275,"$5,225","$4,441 "
231,7,2019/8/9,13,$290,"$3,770","$3,205 "
490,4,2019/8/9,12,$313,"$3,756","$3,193 "
488,8,2019/8/9,9,$324,"$2,916","$2,479 "
490,9,2019/8/9,9,$324,"$2,916","$2,479 "
234,10,2019/8/9,8,$300,"$2,400","$2,040 "
488,4,2019/8/9,6,$324,"$1,944","$1,652 "
231,4,2019/8/9,4,$300,"$1,200","$1,020 "
573,1,2019/8/9,4,"$14,304","$57,216","$48,634 "
574,1,2019/8/9,3,"$14,304","$42,912","$36,475 "
234,125,2019/8/10,14,$300,"$4,200","$3,570 "
231,257,2019/8/10,6,$300,"$1,800","$1,530 "
234,257,2019/8/10,11,$290,"$3,190","$2,712 "
488,257,2019/8/10,3,$324,$972,$826 
490,257,2019/8/10,5,$313,"$1,565","$1,330 "
231,270,2019/8/10,3,$300,$900,$765 
234,272,2019/8/10,1,$300,$300,$255 
234,286,2019/8/10,4,$300,"$1,200","$1,020 "
490,286,2019/8/10,1,$324,$324,$275 
234,8,2019/8/10,6,$300,"$1,800","$1,530 "
490,8,2019/8/10,1,$324,$324,$275 
490,272,2019/8/11,3,$324,$972,$826 
234,272,2019/8/11,3,$300,$900,$765 
448,120,2019/8/11,150,$120,"$18,000","$15,300 "
447,120,2019/8/11,200,$150,"$30,000","$25,500 "
490,10,2019/8/11,12,$313,"$3,756","$3,193 "
488,10,2019/8/11,10,$324,"$3,240","$2,754 "
231,10,2019/8/11,9,$300,"$2,700","$2,295 "
234,10,2019/8/11,9,$300,"$2,700","$2,295 "
447,3,2019/8/12,300,$150,"$45,000","$38,250 "
448,3,2019/8/12,100,$120,"$12,000","$10,200 "
573,140,2019/8/13,10,"$14,304","$143,040","$121,584 "
234,140,2019/8/13,11,$290,"$3,190","$2,712 "
488,140,2019/8/13,12,$313,"$3,756","$3,193 "
231,140,2019/8/13,8,$300,"$2,400","$2,040 "
490,140,2019/8/13,11,$313,"$3,443","$2,927 "
448,5,2019/8/13,300,$120,"$36,000","$30,600 "
447,5,2019/8/13,50,$150,"$7,500","$6,375 "
574,140,2019/8/13,8,"$14,304","$114,432","$97,267 "
561,263,2019/8/13,10,"$9,536","$95,360","$81,056 "
574,263,2019/8/13,3,"$14,304","$42,912","$36,475 "
561,140,2019/8/13,4,"$9,536","$38,144","$32,422 "
234,285,2019/8/14,6,$300,"$1,800","$1,530 "
488,285,2019/8/14,4,$324,"$1,296","$1,102 "
490,285,2019/8/14,2,$324,$648,$551 
231,285,2019/8/14,5,$300,"$1,500","$1,275 "
234,260,2019/8/15,1,$300,$300,$255 
490,260,2019/8/15,4,$324,"$1,296","$1,102 "
488,265,2019/8/15,1,$324,$324,$275 
231,265,2019/8/15,2,$300,$600,$510 
234,287,2019/8/15,5,$300,"$1,500","$1,275 "
488,287,2019/8/15,2,$324,$648,$551 
234,291,2019/8/15,7,$300,"$2,100","$1,785 "
231,291,2019/8/15,6,$300,"$1,800","$1,530 "
490,291,2019/8/15,4,$324,"$1,296","$1,102 "
488,291,2019/8/15,7,$324,"$2,268","$1,928 "
231,136,2019/8/16,7,$300,"$2,100","$1,785 "
488,136,2019/8/16,5,$324,"$1,620","$1,377 "
490,136,2019/8/16,6,$324,"$1,944","$1,652 "
234,136,2019/8/16,7,$300,"$2,100","$1,785 "
231,257,2019/8/16,8,$300,"$2,400","$2,040 "
490,257,2019/8/16,12,$313,"$3,756","$3,193 "
488,257,2019/8/16,13,$313,"$4,069","$3,459 "
234,257,2019/8/16,16,$275,"$4,400","$3,740 "
234,257,2019/8/16,9,$300,"$2,700","$2,295 "
490,257,2019/8/16,5,$324,"$1,620","$1,377 "
488,257,2019/8/16,7,$324,"$2,268","$1,928 "
231,257,2019/8/16,4,$300,"$1,200","$1,020 "
234,263,2019/8/16,3,$300,$900,$765 
231,263,2019/8/16,4,$300,"$1,200","$1,020 "
488,263,2019/8/16,5,$324,"$1,620","$1,377 "
490,263,2019/8/16,3,$324,$972,$826 
490,275,2019/8/16,4,$324,"$1,296","$1,102 "
447,257,2019/8/16,150,$150,"$22,500","$19,125 "
448,257,2019/8/16,50,$120,"$6,000","$5,100 "
561,263,2019/8/16,2,"$9,536","$19,072","$16,211 "
234,126,2019/8/17,250,$300,"$75,000","$63,750 "
490,126,2019/8/17,200,$324,"$64,800","$55,080 "
234,264,2019/8/17,6,$300,"$1,800","$1,530 "
490,264,2019/8/17,5,$324,"$1,620","$1,377 "
490,271,2019/8/17,8,$324,"$2,592","$2,203 "
234,271,2019/8/17,5,$300,"$1,500","$1,275 "
447,4,2019/8/17,7,$150,"$1,050",$893 
448,4,2019/8/17,6,$120,$720,$612 
234,282,2019/8/18,7,$300,"$2,100","$1,785 "
488,282,2019/8/18,4,$324,"$1,296","$1,102 "
490,282,2019/8/18,2,$324,$648,$551 
573,282,2019/8/18,3,"$14,304","$42,912","$36,475 "
561,282,2019/8/18,1,"$9,536","$9,536","$8,106 "
231,117,2019/8/19,17,$300,"$5,100","$4,335 "
234,117,2019/8/19,12,$300,"$3,600","$3,060 "
488,117,2019/8/19,14,$324,"$4,536","$3,856 "
490,117,2019/8/19,4,$324,"$1,296","$1,102 "
234,263,2019/8/19,9,$275,"$2,475","$2,104 "
231,263,2019/8/19,2,$290,$580,$493 
488,263,2019/8/19,1,$313,$313,$266 
490,263,2019/8/19,2,$324,$648,$551 
488,273,2019/8/19,5,$324,"$1,620","$1,377 "
234,273,2019/8/19,10,$300,"$3,000","$2,550 "
231,273,2019/8/19,2,$300,$600,$510 
490,273,2019/8/19,5,$324,"$1,620","$1,377 "
488,7,2019/8/19,6,$324,"$1,944","$1,652 "
234,7,2019/8/19,6,$300,"$1,800","$1,530 "
231,7,2019/8/19,5,$300,"$1,500","$1,275 "
490,7,2019/8/19,2,$324,$648,$551 
573,263,2019/8/19,4,"$14,304","$57,216","$48,634 "
562,263,2019/8/19,2,"$9,536","$19,072","$16,211 "
488,262,2019/8/20,4,$324,"$1,296","$1,102 "
490,262,2019/8/20,6,$324,"$1,944","$1,652 "
234,262,2019/8/20,12,$290,"$3,480","$2,958 "
561,262,2019/8/20,3,"$9,536","$28,608","$24,317 "
573,262,2019/8/20,1,"$14,304","$14,304","$12,158 "
561,276,2019/8/20,1,"$9,536","$9,536","$8,106 "
490,116,2019/8/21,18,$313,"$5,634","$4,789 "
488,116,2019/8/21,7,$324,"$2,268","$1,928 "
234,116,2019/8/21,6,$275,"$1,650","$1,403 "
231,116,2019/8/21,4,$300,"$1,200","$1,020 "
488,272,2019/8/21,8,$324,"$2,592","$2,203 "
231,272,2019/8/21,3,$300,$900,$765 
234,272,2019/8/21,5,$300,"$1,500","$1,275 "
490,272,2019/8/21,4,$324,"$1,296","$1,102 "
447,4,2019/8/21,200,$150,"$30,000","$25,500 "
448,5,2019/8/21,200,$120,"$24,000","$20,400 "
234,9,2019/8/21,13,$300,"$3,900","$3,315 "
490,9,2019/8/21,9,$324,"$2,916","$2,479 "
573,114,2019/8/22,13,"$13,828","$179,764","$152,799 "
490,114,2019/8/22,3,$324,$972,$826 
561,114,2019/8/22,6,"$9,536","$57,216","$48,634 "
562,114,2019/8/22,6,"$9,536","$57,216","$48,634 "
573,268,2019/8/22,3,"$14,304","$42,912","$36,475 "
574,114,2019/8/22,2,"$14,304","$28,608","$24,317 "
561,268,2019/8/22,1,"$9,536","$9,536","$8,106 "
490,116,2019/8/23,2,$324,$648,$551 
231,116,2019/8/23,9,$300,"$2,700","$2,295 "
234,116,2019/8/23,7,$300,"$2,100","$1,785 "
488,116,2019/8/23,4,$324,"$1,296","$1,102 "
488,273,2019/8/23,4,$324,"$1,296","$1,102 "
231,273,2019/8/23,3,$300,$900,$765 
234,3,2019/8/23,2,$300,$600,$510 
490,4,2019/8/23,1,$324,$324,$275 
561,11,2019/8/23,4,"$9,536","$38,144","$32,422 "
562,11,2019/8/23,3,"$9,536","$28,608","$24,317 "
574,11,2019/8/23,2,"$14,304","$28,608","$24,317 "
573,11,2019/8/23,1,"$14,304","$14,304","$12,158 "
488,277,2019/8/24,2,$324,$648,$551 
447,113,2019/8/24,150,$150,"$22,500","$19,125 "
490,123,2019/8/25,6,$324,"$1,944","$1,652 "
231,123,2019/8/25,5,$300,"$1,500","$1,275 "
234,123,2019/8/25,2,$300,$600,$510 
488,123,2019/8/25,3,$324,$972,$826 
488,292,2019/8/25,5,$324,"$1,620","$1,377 "
490,292,2019/8/25,200,$324,"$64,800","$55,080 "
234,292,2019/8/25,150,$300,"$45,000","$38,250 "
231,292,2019/8/25,1,$300,$300,$255 
448,259,2019/8/25,2,$120,$240,$204 
447,259,2019/8/25,1,$150,$150,$128 
573,11,2019/8/25,4,"$14,304","$57,216","$48,634 "
562,6,2019/8/25,5,"$9,536","$47,680","$40,528 "
561,11,2019/8/25,4,"$9,536","$38,144","$32,422 "
561,8,2019/8/25,2,"$9,536","$19,072","$16,211 "
574,11,2019/8/25,1,"$14,304","$14,304","$12,158 "
573,7,2019/8/25,1,"$14,304","$14,304","$12,158 "
562,11,2019/8/25,1,"$9,536","$9,536","$8,106 "
234,282,2019/8/26,6,$300,"$1,800","$1,530 "
490,282,2019/8/26,6,$324,"$1,944","$1,652 "
231,282,2019/8/26,4,$300,"$1,200","$1,020 "
488,282,2019/8/26,4,$324,"$1,296","$1,102 "
490,283,2019/8/26,4,$324,"$1,296","$1,102 "
234,283,2019/8/26,2,$300,$600,$510 
447,116,2019/8/26,150,$150,"$22,500","$19,125 "
448,116,2019/8/26,200,$120,"$24,000","$20,400 "
234,113,2019/8/27,10,$300,"$3,000","$2,550 "
490,113,2019/8/27,12,$313,"$3,756","$3,193 "
488,113,2019/8/27,6,$324,"$1,944","$1,652 "
231,113,2019/8/27,12,$290,"$3,480","$2,958 "
234,120,2019/8/27,9,$300,"$2,700","$2,295 "
490,120,2019/8/27,3,$324,$972,$826 
234,134,2019/8/27,5,$300,"$1,500","$1,275 "
234,140,2019/8/27,5,$300,"$1,500","$1,275 "
490,140,2019/8/27,3,$324,$972,$826 
231,262,2019/8/27,2,$300,$600,$510 
234,265,2019/8/27,15,$275,"$4,125","$3,506 "
231,265,2019/8/27,9,$300,"$2,700","$2,295 "
488,265,2019/8/27,7,$324,"$2,268","$1,928 "
490,265,2019/8/27,12,$313,"$3,756","$3,193 "
574,265,2019/8/27,6,"$14,304","$85,824","$72,950 "
573,265,2019/8/27,4,"$14,304","$57,216","$48,634 "
562,265,2019/8/27,4,"$9,536","$38,144","$32,422 "
573,134,2019/8/27,2,"$14,304","$28,608","$24,317 "
561,134,2019/8/27,2,"$9,536","$19,072","$16,211 "
488,264,2019/8/28,8,$324,"$2,592","$2,203 "
490,264,2019/8/28,15,$297,"$4,455","$3,787 "
234,264,2019/8/28,6,$300,"$1,800","$1,530 "
231,264,2019/8/28,13,$290,"$3,770","$3,205 "
231,273,2019/8/28,4,$300,"$1,200","$1,020 "
234,273,2019/8/28,9,$300,"$2,700","$2,295 "
488,273,2019/8/28,6,$324,"$1,944","$1,652 "
490,273,2019/8/28,6,$324,"$1,944","$1,652 "
573,264,2019/8/28,6,"$14,304","$85,824","$72,950 "
561,264,2019/8/28,3,"$9,536","$28,608","$24,317 "
574,264,2019/8/28,2,"$14,304","$28,608","$24,317 "
562,264,2019/8/28,2,"$9,536","$19,072","$16,211 "
488,293,2019/8/29,3,$324,$972,$826 
490,293,2019/8/29,3,$324,$972,$826 
231,293,2019/8/29,3,$300,$900,$765 
234,293,2019/8/29,4,$300,"$1,200","$1,020 "
574,124,2019/8/29,7,"$14,304","$100,128","$85,109 "
573,5,2019/8/29,6,"$14,304","$85,824","$72,950 "
574,7,2019/8/29,6,"$14,304","$85,824","$72,950 "
562,6,2019/8/29,7,"$9,536","$66,752","$56,739 "
562,124,2019/8/29,7,"$9,536","$66,752","$56,739 "
561,8,2019/8/29,4,"$9,536","$38,144","$32,422 "
561,124,2019/8/29,3,"$9,536","$28,608","$24,317 "
573,124,2019/8/29,1,"$14,304","$14,304","$12,158 "
490,135,2019/8/30,2,$324,$648,$551 
234,135,2019/8/30,3,$300,$900,$765 
490,282,2019/8/30,5,$324,"$1,620","$1,377 "
488,282,2019/8/30,1,$324,$324,$275 
234,282,2019/8/30,1,$300,$300,$255 
231,282,2019/8/30,1,$300,$300,$255 
231,260,2019/8/31,2,$300,$600,$510 
488,282,2019/8/31,2,$324,$648,$551 
573,282,2019/8/31,6,"$14,304","$85,824","$72,950 "
561,282,2019/8/31,3,"$9,536","$28,608","$24,317 "
574,282,2019/8/31,2,"$14,304","$28,608","$24,317 "
573,260,2019/8/31,1,"$14,304","$14,304","$12,158 "
561,260,2019/8/31,1,"$9,536","$9,536","$8,106 "
562,282,2019/8/31,1,"$9,536","$9,536","$8,106 "
574,12,2019/9/1,6,"$14,304","$85,824","$72,950 "
561,1,2019/9/1,4,"$9,536","$38,144","$32,422 "
562,2,2019/9/1,3,"$9,536","$28,608","$24,317 "
573,11,2019/9/1,1,"$14,304","$14,304","$12,158 "
231,3,2019/9/2,7,$300,"$2,100","$1,785 "
488,2,2019/9/2,6,$324,"$1,944","$1,652 "
490,1,2019/9/2,5,$324,"$1,620","$1,377 "
234,12,2019/9/2,5,$300,"$1,500","$1,275 "
562,291,2019/9/3,12,"$9,536","$114,432","$97,267 "
488,123,2019/9/3,1,$324,$324,$275 
234,123,2019/9/3,3,$300,$900,$765 
490,123,2019/9/3,4,$324,"$1,296","$1,102 "
231,123,2019/9/3,17,$300,"$5,100","$4,335 "
488,291,2019/9/3,18,$297,"$5,346","$4,544 "
231,291,2019/9/3,16,$300,"$4,800","$4,080 "
234,291,2019/9/3,16,$275,"$4,400","$3,740 "
490,291,2019/9/3,21,$297,"$6,237","$5,301 "
234,6,2019/9/3,5,$300,"$1,500","$1,275 "
490,6,2019/9/3,5,$297,"$1,485","$1,262 "
231,6,2019/9/3,3,$275,$825,$701 
488,6,2019/9/3,2,$313,$626,$532 
574,291,2019/9/3,6,"$14,304","$85,824","$72,950 "
573,291,2019/9/3,6,"$14,304","$85,824","$72,950 "
573,123,2019/9/3,4,"$14,304","$57,216","$48,634 "
562,123,2019/9/3,4,"$9,536","$38,144","$32,422 "
561,291,2019/9/3,2,"$9,536","$19,072","$16,211 "
490,138,2019/9/4,9,$324,"$2,916","$2,479 "
231,138,2019/9/4,7,$300,"$2,100","$1,785 "
488,138,2019/9/4,2,$324,$648,$551 
234,138,2019/9/4,6,$300,"$1,800","$1,530 "
234,290,2019/9/4,3,$300,$900,$765 
488,290,2019/9/4,14,$324,"$4,536","$3,856 "
490,290,2019/9/4,12,$324,"$3,888","$3,305 "
488,9,2019/9/4,5,$324,"$1,620","$1,377 "
231,9,2019/9/4,5,$290,"$1,450","$1,233 "
234,9,2019/9/4,3,$290,$870,$740 
490,9,2019/9/4,1,$324,$324,$275 
561,138,2019/9/4,2,"$9,536","$19,072","$16,211 "
562,138,2019/9/4,2,"$9,536","$19,072","$16,211 "
574,138,2019/9/4,1,"$14,304","$14,304","$12,158 "
490,124,2019/9/5,13,$313,"$4,069","$3,459 "
488,124,2019/9/5,2,$324,$648,$551 
231,124,2019/9/5,8,$300,"$2,400","$2,040 "
234,124,2019/9/5,5,$300,"$1,500","$1,275 "
488,289,2019/9/5,1,$324,$324,$275 
490,3,2019/9/5,19,$297,"$5,643","$4,797 "
488,3,2019/9/5,8,$324,"$2,592","$2,203 "
231,3,2019/9/5,6,$300,"$1,800","$1,530 "
234,3,2019/9/5,3,$300,$900,$765 
562,286,2019/9/5,6,"$9,536","$57,216","$48,634 "
574,270,2019/9/5,3,"$14,304","$42,912","$36,475 "
573,270,2019/9/5,3,"$14,304","$42,912","$36,475 "
573,271,2019/9/5,3,"$14,304","$42,912","$36,475 "
561,271,2019/9/5,3,"$9,536","$28,608","$24,317 "
574,286,2019/9/5,2,"$14,304","$28,608","$24,317 "
562,270,2019/9/5,2,"$9,536","$19,072","$16,211 "
561,286,2019/9/5,2,"$9,536","$19,072","$16,211 "
574,271,2019/9/5,1,"$14,304","$14,304","$12,158 "
573,289,2019/9/5,1,"$14,304","$14,304","$12,158 "
561,270,2019/9/5,1,"$9,536","$9,536","$8,106 "
561,289,2019/9/5,1,"$9,536","$9,536","$8,106 "
573,284,2019/9/6,8,"$14,304","$114,432","$97,267 "
234,121,2019/9/6,14,$290,"$4,060","$3,451 "
231,121,2019/9/6,11,$290,"$3,190","$2,712 "
490,121,2019/9/6,10,$324,"$3,240","$2,754 "
488,121,2019/9/6,8,$324,"$2,592","$2,203 "
488,275,2019/9/6,1,$324,$324,$275 
231,275,2019/9/6,5,$300,"$1,500","$1,275 "
490,275,2019/9/6,3,$324,$972,$826 
234,275,2019/9/6,5,$300,"$1,500","$1,275 "
490,284,2019/9/6,16,$297,"$4,752","$4,039 "
488,284,2019/9/6,4,$324,"$1,296","$1,102 "
231,284,2019/9/6,12,$290,"$3,480","$2,958 "
234,284,2019/9/6,12,$290,"$3,480","$2,958 "
447,261,2019/9/6,100,$150,"$15,000","$12,750 "
448,261,2019/9/6,200,$120,"$24,000","$20,400 "
574,121,2019/9/6,3,"$14,304","$42,912","$36,475 "
573,121,2019/9/6,2,"$14,304","$28,608","$24,317 "
574,284,2019/9/6,2,"$14,304","$28,608","$24,317 "
562,121,2019/9/6,2,"$9,536","$19,072","$16,211 "
561,284,2019/9/6,2,"$9,536","$19,072","$16,211 "
561,121,2019/9/6,1,"$9,536","$9,536","$8,106 "
562,135,2019/9/7,2,"$9,536","$19,072","$16,211 "
490,280,2019/9/8,1,$324,$324,$275 
231,280,2019/9/8,2,$300,$600,$510 
488,280,2019/9/8,3,$324,$972,$826 
234,280,2019/9/8,2,$300,$600,$510 
573,280,2019/9/8,2,"$14,304","$28,608","$24,317 "
561,280,2019/9/8,1,"$9,536","$9,536","$8,106 "
488,118,2019/9/9,4,$324,"$1,296","$1,102 "
234,258,2019/9/9,7,$300,"$2,100","$1,785 "
488,258,2019/9/9,6,$324,"$1,944","$1,652 "
490,258,2019/9/9,100,$324,"$32,400","$27,540 "
231,258,2019/9/9,250,$300,"$75,000","$63,750 "
447,115,2019/9/9,3,$150,$450,$383 
448,115,2019/9/9,2,$120,$240,$204 
561,8,2019/9/9,2,"$9,536","$19,072","$16,211 "
562,8,2019/9/9,1,"$9,536","$9,536","$8,106 "
231,136,2019/9/10,2,$300,$600,$510 
488,136,2019/9/10,7,$324,"$2,268","$1,928 "
234,136,2019/9/10,7,$300,"$2,100","$1,785 "
490,136,2019/9/10,5,$324,"$1,620","$1,377 "
231,139,2019/9/10,5,$300,"$1,500","$1,275 "
488,139,2019/9/10,5,$324,"$1,620","$1,377 "
490,139,2019/9/10,2,$324,$648,$551 
234,139,2019/9/10,5,$300,"$1,500","$1,275 "
447,122,2019/9/10,400,$150,"$60,000","$51,000 "
448,122,2019/9/10,300,$120,"$36,000","$30,600 "
448,10,2019/9/10,250,$120,"$30,000","$25,500 "
447,10,2019/9/10,50,$150,"$7,500","$6,375 "
574,136,2019/9/10,3,"$14,304","$42,912","$36,475 "
573,136,2019/9/10,2,"$14,304","$28,608","$24,317 "
573,261,2019/9/10,1,"$14,304","$14,304","$12,158 "
561,136,2019/9/10,1,"$9,536","$9,536","$8,106 "
234,284,2019/9/11,1,$300,$300,$255 
231,284,2019/9/11,1,$300,$300,$255 
488,284,2019/9/11,2,$324,$648,$551 
490,284,2019/9/11,300,$324,"$97,200","$82,620 "
448,118,2019/9/11,250,$120,"$30,000","$25,500 "
447,118,2019/9/11,1,$150,$150,$128 
573,4,2019/9/11,4,"$14,304","$57,216","$48,634 "
488,257,2019/9/12,9,$324,"$2,916","$2,479 "
231,257,2019/9/12,7,$300,"$2,100","$1,680 "
490,257,2019/9/12,3,$324,$972,$778 
234,257,2019/9/12,10,$300,"$3,000","$2,400 "
234,261,2019/9/12,12,$290,"$3,480","$2,784 "
490,261,2019/9/12,7,$324,"$2,268","$1,814 "
488,267,2019/9/12,13,$313,"$4,069","$3,255 "
231,267,2019/9/12,6,$300,"$1,800","$1,440 "
234,267,2019/9/12,15,$275,"$4,125","$3,300 "
490,267,2019/9/12,5,$324,"$1,620","$1,296 "
573,257,2019/9/12,4,"$14,304","$57,216","$45,773 "
574,257,2019/9/12,3,"$14,304","$42,912","$34,330 "
573,267,2019/9/12,3,"$14,304","$42,912","$34,330 "
562,267,2019/9/12,4,"$9,536","$38,144","$30,515 "
561,257,2019/9/12,3,"$9,536","$28,608","$22,886 "
561,267,2019/9/12,2,"$9,536","$19,072","$15,258 "
562,257,2019/9/12,1,"$9,536","$9,536","$7,629 "
447,6,2019/9/13,400,$150,"$60,000","$48,000 "
448,6,2019/9/13,450,$120,"$54,000","$43,200 "
234,121,2019/9/13,2,$300,$600,$480 
490,121,2019/9/13,5,$324,"$1,620","$1,296 "
488,265,2019/9/13,14,$313,"$4,382","$3,506 "
234,265,2019/9/13,15,$275,"$4,125","$3,300 "
490,265,2019/9/13,4,$324,"$1,296","$1,037 "
231,265,2019/9/13,4,$300,"$1,200",$960 
490,270,2019/9/13,2,$324,$648,$518 
234,270,2019/9/13,5,$300,"$1,500","$1,200 "
573,121,2019/9/13,6,"$14,304","$85,824","$68,659 "
561,114,2019/9/13,7,"$9,536","$66,752","$53,402 "
573,114,2019/9/13,3,"$14,304","$42,912","$34,330 "
573,265,2019/9/13,3,"$14,304","$42,912","$34,330 "
561,265,2019/9/13,3,"$9,536","$28,608","$22,886 "
562,114,2019/9/13,2,"$9,536","$19,072","$15,258 "
561,121,2019/9/13,2,"$9,536","$19,072","$15,258 "
562,265,2019/9/13,2,"$9,536","$19,072","$15,258 "
574,114,2019/9/13,1,"$14,304","$14,304","$11,443 "
231,112,2019/9/14,6,$300,"$1,800","$1,440 "
490,112,2019/9/14,7,$324,"$2,268","$1,814 "
234,112,2019/9/14,8,$300,"$2,400","$1,920 "
488,112,2019/9/14,6,$324,"$1,944","$1,555 "
490,115,2019/9/14,16,$297,"$4,752","$3,802 "
231,115,2019/9/14,9,$300,"$2,700","$2,160 "
488,115,2019/9/14,4,$324,"$1,296","$1,037 "
234,115,2019/9/14,13,$290,"$3,770","$3,016 "
234,9,2019/9/14,3,$300,$900,$720 
561,12,2019/9/15,14,"$9,536","$133,504","$106,803 "
490,1,2019/9/15,6,$324,"$1,944","$1,555 "
488,1,2019/9/15,4,$324,"$1,296","$1,037 "
234,1,2019/9/15,3,$300,$900,$720 
231,1,2019/9/15,1,$300,$300,$240 
574,12,2019/9/15,5,"$14,304","$71,520","$57,216 "
562,126,2019/9/15,3,"$9,536","$28,608","$22,886 "
561,126,2019/9/15,2,"$9,536","$19,072","$15,258 "
562,12,2019/9/15,2,"$9,536","$19,072","$15,258 "
574,126,2019/9/15,1,"$14,304","$14,304","$11,443 "
573,126,2019/9/15,1,"$14,304","$14,304","$11,443 "
447,9,2019/9/16,250,$150,"$37,500","$30,000 "
231,118,2019/9/16,11,$290,"$3,190","$2,552 "
490,118,2019/9/16,4,$324,"$1,296","$1,037 "
234,118,2019/9/16,22,$275,"$6,050","$4,840 "
488,118,2019/9/16,8,$324,"$2,592","$2,074 "
231,258,2019/9/16,1,$300,$300,$240 
231,269,2019/9/16,3,$300,$900,$720 
447,259,2019/9/16,150,$150,"$22,500","$18,000 "
448,259,2019/9/16,100,$120,"$12,000","$9,600 "
448,9,2019/9/16,150,$120,"$18,000","$14,400 "
573,269,2019/9/16,2,"$14,304","$28,608","$22,886 "
561,258,2019/9/16,2,"$9,536","$19,072","$15,258 "
561,269,2019/9/16,2,"$9,536","$19,072","$15,258 "
234,266,2019/9/17,12,$290,"$3,480","$2,784 "
490,266,2019/9/17,8,$324,"$2,592","$2,074 "
488,266,2019/9/17,3,$324,$972,$778 
231,266,2019/9/17,2,$300,$600,$480 
574,266,2019/9/17,3,"$14,304","$42,912","$34,330 "
562,266,2019/9/17,2,"$9,536","$19,072","$15,258 "
573,266,2019/9/17,1,"$14,304","$14,304","$11,443 "
561,266,2019/9/17,1,"$9,536","$9,536","$7,629 "
490,267,2019/9/18,4,$324,"$1,296","$1,037 "
234,267,2019/9/18,5,$300,"$1,500","$1,200 "
490,264,2019/9/19,3,$324,$972,$778 
234,264,2019/9/19,7,$300,"$2,100","$1,680 "
561,3,2019/9/19,3,"$9,536","$28,608","$22,886 "
573,4,2019/9/19,2,"$14,304","$28,608","$22,886 "
562,2,2019/9/19,2,"$9,536","$19,072","$15,258 "
234,290,2019/9/20,4,$300,"$1,200",$960 
490,290,2019/9/20,5,$324,"$1,620","$1,296 "
573,268,2019/9/20,1,"$14,304","$14,304","$11,443 "
488,115,2019/9/21,5,$324,"$1,620","$1,296 "
234,115,2019/9/21,7,$300,"$2,100","$1,680 "
490,115,2019/9/21,5,$324,"$1,620","$1,296 "
231,115,2019/9/21,4,$300,"$1,200",$960 
574,115,2019/9/21,6,"$14,304","$85,824","$68,659 "
573,115,2019/9/21,2,"$14,304","$28,608","$22,886 "
561,115,2019/9/21,2,"$9,536","$19,072","$15,258 "
234,113,2019/9/22,7,$300,"$2,100","$1,680 "
231,113,2019/9/22,3,$300,$900,$720 
